"CS102001","REFNIS2001","SECTOR","COMMUNE"
"11009B032","11009","KONINGSSTOEL","BRECHT"
"11009B08-","11009","MOLENHEIKEN","BRECHT"
"11009B091","11009","HENXBROEK-KLOOSTERAKKER-VONDEL","BRECHT"
"11009B18-","11009","EESTER - LABOUREUR - VOGELZANG","BRECHT"
"11009B19-","11009","DE LEEUWERIK","BRECHT"
"11009B20-","11009","GROOT EN KLEIN VEERLE","BRECHT"
"11009B29-","11009","DE HOUW - GALGEVOORT","BRECHT"
"11009B2MA","11009","D'HOEF","BRECHT"
"11009B2PA","11009","VEERLE - VERSPREIDE BEWONING","BRECHT"
"11009C00-","11009","SINT-JOB-IN-'T GOOR - CENTRUM","BRECHT"
"11009C01-","11009","LEEUWERIK","BRECHT"
"11009C020","11009","ZAND","BRECHT"
"11009C03-","11009","SINT-JOB-IN-'T GOOR - DORP-N.","BRECHT"
"11009C08-","11009","CHRISTUS-KONING","BRECHT"
"11009C090","11009","KLOOSTERVELD-VERSPR. BEW.","BRECHT"
"11013A00-","11013","EDEGEM-CENTRUM","EDEGEM"
"11013A01-","11013","MUSSENBURG","EDEGEM"
"11013A02-","11013","BUIZEGEM","EDEGEM"
"11013A03-","11013","POSDIJK","EDEGEM"
"11013A040","11013","BOERENLEGER","EDEGEM"
"11013A050","11013","GRIJPEGEM","EDEGEM"
"11013A090","11013","HOF TER LINDEN","EDEGEM"
"11013A101","11013","EEKHOF - ST.JOZEF","EDEGEM"
"11013A11-","11013","ELSDONK","EDEGEM"
"11013A12-","11013","VERBRANDE HOEVE","EDEGEM"
"11013A132","11013","MOLENVELD","EDEGEM"
"11013A142","11013","AAN DE HOEVE","EDEGEM"
"11013A181","11013","MOLENVELD-ZUID","EDEGEM"
"11013A19-","11013","DRIE EIKEN","EDEGEM"
"11013A20-","11013","TER BEKE","EDEGEM"
"11013A21-","11013","ROZENHOF","EDEGEM"
"11016A000","11016","ESSEN-CENTRUM","ESSEN"
"11016A010","11016","HEUVEL","ESSEN"
"11016A021","11016","KLOOSTERSTRAAT-OOST","ESSEN"
"11016A042","11016","HONDSBERG","ESSEN"
"11016A052","11016","DE VENNEN - DE WERF","ESSEN"
"11016A091","11016","SPIJKER - ZANDSTRAAT","ESSEN"
"11016A101","11016","WILDERT-OOST","ESSEN"
"11016A112","11016","WILDERT-WEST","ESSEN"
"11016A180","11016","VISSENHEUVEL - ZILVEREN HOEK","ESSEN"
"11016A191","11016","WILDVEN","ESSEN"
"11016A1AJ","11016","WILDERT WEEKENDZONE-OOST","ESSEN"
"11016A200","11016","HORENDONK","ESSEN"
"11016A262","11016","HORENDONK-WEEKENDZONE","ESSEN"
"11016A273","11016","INDUSTRIEZONE","ESSEN"
"11016A281","11016","STEENPAAL - GROTE HORENDONK","ESSEN"
"11016A291","11016","SCHANKER - SCHAM","ESSEN"
"11016A300","11016","ESSEN - HOEK","ESSEN"
"11016A391","11016","NOORDENEIND - ROUWMOERHOEF - WATERWINNING","ESSEN"
"11016A3AJ","11016","WILDERT - WEEKENDZONE-WEST","ESSEN"
"11016A401","11016","STATION","ESSEN"
"11016A412","11016","VELDWEG","ESSEN"
"11016A501","11016","HEIKANT","ESSEN"
"11016A592","11016","PAARDENHOEK-WILDERTSE DUINTJES","ESSEN"
"11016A60-","11016","KALMTHOUTSE HOEK","ESSEN"
"11016A691","11016","MOLENWIJK - VOORTSE HOEVE","ESSEN"
"11018A000","11018","HEMIKSEM-DORP","HEMIKSEM"
"11018A010","11018","HOOFDBOS","HEMIKSEM"
"11018A021","11018","HEMIKSEM-CENTRUM","HEMIKSEM"
"11018A030","11018","VARENVELDEN","HEMIKSEM"
"11018A042","11018","KALLEBEEK","HEMIKSEM"
"11018A054","11018","BOUWERIJVELDEN","HEMIKSEM"
"11018A070","11018","HERBEKE - TERLOCHT","HEMIKSEM"
"11018A090","11018","KASTEEL","HEMIKSEM"
"11018A101","11018","HEUVELSTRAAT","HEMIKSEM"
"11018A111","11018","KERKENEINDE","HEMIKSEM"
"11018A122","11018","SINT-BERNARD","HEMIKSEM"
"11018A132","11018","KERKE BOS","HEMIKSEM"
"11018A143","11018","SCHELSE BOS","HEMIKSEM"
"11018A170","11018","NIJVERHEIDSZONE-OOST","HEMIKSEM"
"11018A1MJ","11018","NIJVERHEIDSZONE - SCHELDE-Z.","HEMIKSEM"
"11021A00-","11021","HOVE-CENTRUM","HOVE"
"11021A01-","11021","GEELHAND","HOVE"
"11021A02-","11021","KLEINE MIJL","HOVE"
"11021A03-","11021","GRENS EDEGEM","HOVE"
"11021A04-","11021","RATTENNEST","HOVE"
"11021A052","11021","FRUITHOUT-ZUID","HOVE"
"11021A062","11021","VELDKANT","HOVE"
"11021A081","11021","FRUITHOUT","HOVE"
"11021A091","11021","VELDKANT-VERSPREIDE BEWONING","HOVE"
"11021A19-","11021","HOOFSE HOEK","HOVE"
"11022A001","11022","KALMTHOUT-CENTRUM-OOST","KALMTHOUT"
"11022A012","11022","KALMTHOUT-CENTRUM-WEST","KALMTHOUT"
"11022A02-","11022","KIJKUIT-WEST","KALMTHOUT"
"11022A032","11022","BEZEMHEIDE","KALMTHOUT"
"11022A080","11022","KALMTHOUT-VERSPR. BEW.-OOST","KALMTHOUT"
"11022A091","11022","VOGELENZANG","KALMTHOUT"
"11022A10-","11022","KALMTHOUT-DORP","KALMTHOUT"
"11022A11-","11022","HEUVEL","KALMTHOUT"
"11022A120","11022","ACHT ZALIGHEDEN","KALMTHOUT"
"11022A132","11022","MERBORETUM-NOORD","KALMTHOUT"
"11022A181","11022","NATUURRESERVAAT","KALMTHOUT"
"11022A19-","11022","DE GREEF","KALMTHOUT"
"11022A201","11022","OUD-HEIDE","KALMTHOUT"
"11022A21-","11022","DENNENDAAL","KALMTHOUT"
"11022A22-","11022","GEUZENBAK","KALMTHOUT"
"11022A232","11022","NIEUWE WIJK - HEIDE","KALMTHOUT"
"11022A28-","11022","WITTE  HOEVESEHEIDE","KALMTHOUT"
"11022A2AA","11022","HOLLE KELDER","KALMTHOUT"
"11022A2MA","11022","INDUSTRIE","KALMTHOUT"
"11022A2PA","11022","SCHIETVELD","KALMTHOUT"
"11022A30-","11022","ACHTERBROEK-CENTRUM","KALMTHOUT"
"11022A31-","11022","ACHTERBROEK - WUUSTWEZEL","KALMTHOUT"
"11022A322","11022","HEIKEN-NOORD","KALMTHOUT"
"11022A382","11022","DUFFELAAR","KALMTHOUT"
"11022A39-","11022","HANDELAAR","KALMTHOUT"
"11022A401","11022","NIEUWMOER-CENTRUM","KALMTHOUT"
"11022A412","11022","HEIKANT - MAATJES","KALMTHOUT"
"11022A423","11022","ZILVERENHOEK","KALMTHOUT"
"11022A48-","11022","MARIJNEVENNEN - MAATJES","KALMTHOUT"
"11022A49-","11022","VENETIE","KALMTHOUT"
"11022A50-","11022","KRUISSTRAAT","KALMTHOUT"
"11022A582","11022","FOKSEMAAT","KALMTHOUT"
"11022A591","11022","STOK 1300 M","KALMTHOUT"
"11022A682","11022","HEIKEN-ZUID","KALMTHOUT"
"11022A692","11022","GROENENDRIES","KALMTHOUT"
"11023A00-","11023","KAPELLEN-CENTRUM","KAPELLEN"
"11023A01-","11023","BEUKENHOF","KAPELLEN"
"11023A02-","11023","ESSENHOUT - ZILVEREN HOEK","KAPELLEN"
"11023A03-","11023","HOEVENSE BAAN","KAPELLEN"
"11023A04-","11023","BEAULIEU","KAPELLEN"
"11023A050","11023","STARRENHOF","KAPELLEN"
"11023A062","11023","DENNENBURG","KAPELLEN"
"11023A08-","11023","KAPELLEN VERSPR. BEW.-WEST","KAPELLEN"
"11023A091","11023","MIDDELBEEK","KAPELLEN"
"11023A10-","11023","PUTTE-CENTRUM","KAPELLEN"
"11023A11-","11023","ERTBRAND","KAPELLEN"
"11023A122","11023","PUTTE-OOST","KAPELLEN"
"11023A133","11023","RIJMAKERSBOS","KAPELLEN"
"11023A191","11023","ERTBRAND - FORT","KAPELLEN"
"11023A200","11023","KAPELLENBOS-CENTRUM","KAPELLEN"
"11023A212","11023","GOLF","KAPELLEN"
"11023A280","11023","WOLVEBOS","KAPELLEN"
"11023A291","11023","SCHIETVELD","KAPELLEN"
"11023B30-","11023","ZILVERENHOEK","KAPELLEN"
"11023B31-","11023","HAZELDONK","KAPELLEN"
"11023B32-","11023","DE STERRE","KAPELLEN"
"11023B330","11023","KLEIN HEIKEN","KAPELLEN"
"11023B391","11023","VLOEIENDE","KAPELLEN"
"11023B40-","11023","HOOGBOOM","KAPELLEN"
"11023B49-","11023","VERLOREN HOEK - BUNGE","KAPELLEN"
"11024A00-","11024","KONTICH-CENTRUM","KONTICH"
"11024A01-","11024","BROEKBEEMDEN - NACHTEGAAL","KONTICH"
"11024A02-","11024","LIJSTERBOL - KRUISSCHANSLEI","KONTICH"
"11024A03-","11024","TUINWIJK - GROENINGENLEI","KONTICH"
"11024A04-","11024","ALTENA","KONTICH"
"11024A05-","11024","BLAUWE STEEN","KONTICH"
"11024A072","11024","INDUSTRIETERREIN","KONTICH"
"11024A09-","11024","KONTICH - VERSPR. BEW.-NOORD","KONTICH"
"11024A10-","11024","BOONWIT","KONTICH"
"11024A111","11024","SINT-RITA","KONTICH"
"11024A132","11024","PIERSSTRAAT","KONTICH"
"11024A142","11024","HOGE AARD","KONTICH"
"11024A191","11024","KEIZERSHOEK-RIJKEROOI-VALVEKEN","KONTICH"
"11024A1MA","11024","INDUSTRIEZONE - SATENROZEN","KONTICH"
"11024A1PA","11024","VUILE PLAS - PANNEBOSSEN","KONTICH"
"11024A200","11024","KONTICH - KAZERNEN","KONTICH"
"11024A210","11024","NIEUW KONTICH","KONTICH"
"11024A220","11024","SCHEIHAGEN","KONTICH"
"11024A280","11024","BOUTERSEM - BROEKBOS","KONTICH"
"11024A291","11024","BABBELKROON - DUFFELSE HOEK","KONTICH"
"11024A30-","11024","VERBRANDE HOEVE","KONTICH"
"11024A412","11024","REEP","KONTICH"
"11024A423","11024","WILDVELD","KONTICH"
"11024A434","11024","TANGHOF","KONTICH"
"11024B00-","11024","WAARLOOS-KERN","KONTICH"
"11024B012","11024","KERKEVELDEN","KONTICH"
"11024B08-","11024","TERBEECK","KONTICH"
"11024B091","11024","BEEKBOSHOEK","KONTICH"
"11024B190","11024","DE KEIZERENBERG","KONTICH"
"11025A000","11025","LINT-CENTRUM","LINT"
"11025A01-","11025","NIEUW KWARTIER","LINT"
"11025A02-","11025","LINTZ-VELD","LINT"
"11025A042","11025","MOEDERHOEVE","LINT"
"11025A053","11025","SCHUURVELD","LINT"
"11025A08-","11025","BEEKHOEK","LINT"
"11025A091","11025","ROETAARDSHOEK","LINT"
"11025A184","11025","LOUWERIJK","LINT"
"11025A19-","11025","LUITERSHEIDE","LINT"
"11029A00-","11029","OUDE-GOD","MORTSEL"
"11029A01-","11029","TOMMELT","MORTSEL"
"11029A02-","11029","HOF VAN RIETH","MORTSEL"
"11029A041","11029","FORTSTRAAT","MORTSEL"
"11029A07-","11029","VREDEBAAN","MORTSEL"
"11029A10-","11029","MORTSEL - DORP","MORTSEL"
"11029A11-","11029","SINT-JOZEF","MORTSEL"
"11029A12-","11029","DRABSTRAAT","MORTSEL"
"11029A13-","11029","SAVELKOUL","MORTSEL"
"11029A14-","11029","CANTECROY","MORTSEL"
"11029A172","11029","HEIRBAAN","MORTSEL"
"11029A18-","11029","FORT IV","MORTSEL"
"11029A191","11029","GASTHUISHOEVEN","MORTSEL"
"11029A201","11029","LUITHAGEN","MORTSEL"
"11029A211","11029","DIESEGHEM","MORTSEL"
"11029A22-","11029","OOSTERVELD","MORTSEL"
"11029A232","11029","AGFA-GEVAERT","MORTSEL"
"11029A242","11029","TEN DORPE","MORTSEL"
"11029A27-","11029","VARENTHOF","MORTSEL"
"11029A282","11029","VLIEGVELD","MORTSEL"
"11029A301","11029","ZILVERBEEK","MORTSEL"
"11029A372","11029","SINT-AMEDEUS","MORTSEL"
"11030A00-","11030","NIEL-CENTRUM","NIEL"
"11030A01-","11030","NIEL - DORP-OOST","NIEL"
"11030A02-","11030","NIEL - DORP-WEST","NIEL"
"11030A03-","11030","NIELSE MATEN","NIEL"
"11030A052","11030","NIEL - BIEZERD-WEST","NIEL"
"11030A091","11030","BROEK","NIEL"
"11030A10-","11030","HELLEGAT - STEENBAKKERIJEN","NIEL"
"11030A17-","11030","POTAARDESTRAAT","NIEL"
"11035A000","11035","RANST-CENTRUN","RANST"
"11035A01-","11035","DOGGENHOUT","RANST"
"11035A022","11035","ZEVENBERGEN","RANST"
"11035A08-","11035","SCHAPENVONDER","RANST"
"11035A091","11035","GROT-STREPENHOEVE","RANST"
"11035A10-","11035","MILLEGEM","RANST"
"11035A20-","11035","SPRUITERSHOF","RANST"
"11035A29-","11035","SCHAWIJK","RANST"
"11035A30-","11035","VERLOREN KOST","RANST"
"11035A39-","11035","TUSSEN MAAS EN MOOR -HOGE AARD","RANST"
"11035B00-","11035","OELEGEM-CENTRUM","RANST"
"11035B010","11035","SCHRANSHOEVE","RANST"
"11035B02-","11035","EVERHOEK","RANST"
"11035B032","11035","LINDBERGHOEVE","RANST"
"11035B043","11035","KNOD","RANST"
"11035B080","11035","BOLKERHOEVE","RANST"
"11035B091","11035","RUNDVOORT - VRIESEL","RANST"
"11035B19-","11035","HALSE HOEK","RANST"
"11035B2MA","11035","TER STRATEN","RANST"
"11035B2PA","11035","VERLOREN VELDEN","RANST"
"11035C00-","11035","BROECHEM-CENTRUM","RANST"
"11035C01-","11035","VELD - HET LOO","RANST"
"11035C022","11035","BROOT","RANST"
"11035C081","11035","NIERLENDERS","RANST"
"11035C09-","11035","DE BIEST","RANST"
"11035C19-","11035","MOLLENT","RANST"
"11035C29-","11035","VREMDERHOEVEN","RANST"
"11035C39-","11035","MOOR","RANST"
"11035D001","11035","EMBLEM-CENTRUM","RANST"
"11035D012","11035","HOOG -TONGEL -VEN -LEEUWERIK","RANST"
"11035D082","11035","BOLLAAK","RANST"
"11035D0AA","11035","HET TOREKEN","RANST"
"11035D0PA","11035","DE HEIDE VELDEN","RANST"
"11035D10-","11035","HET ALLIERS","RANST"
"11035D19-","11035","ALLIERS HEIDE","RANST"
"11035D29-","11035","BRITSE BASIS","RANST"
"1103710PQ","11037","OUDE NETE-ARM","RUMST"
"11037A01-","11037","KLEINE LANDEIGENDOM","RUMST"
"11037A02-","11037","STEENBERGHOEK","RUMST"
"11037A032","11037","MORENHOEK","RUMST"
"11037A080","11037","STEENBAKKERIJEN","RUMST"
"11037A091","11037","AUTOSNELWEG","RUMST"
"11037A0ON","11037","RUMST-CENTRUM","RUMST"
"11037A10-","11037","VOSBERG","RUMST"
"11037A19-","11037","LAZERNIJ - HOGE VOSBERG","RUMST"
"11037B00-","11037","TERHAGEN-KERN","RUMST"
"11037B01-","11037","1 MEI-BUURT","RUMST"
"11037B022","11037","MOLLEVELD","RUMST"
"11037B091","11037","STEENBAKKERIJEN","RUMST"
"11037C000","11037","REET-CENTRUM","RUMST"
"11037C010","11037","REET-DORP-NOORD","RUMST"
"11037C022","11037","CLEMENSHOEK","RUMST"
"11037C081","11037","REET-VERSPR. BEW.-ZUIDWEST","RUMST"
"11037C090","11037","MORENHOEK - BEURS","RUMST"
"11037C100","11037","DE VAART","RUMST"
"11037C110","11037","PREDIKHERENHOEVE","RUMST"
"11037C12-","11037","TURKIJE","RUMST"
"11037C180","11037","PIERSTRAAT","RUMST"
"11037C19-","11037","GROTE PAEPENDAELEN","RUMST"
"11037C20-","11037","STATIE","RUMST"
"11038A000","11038","SCHELLE-DORP","SCHELLE"
"11038A010","11038","MIKMAN","SCHELLE"
"11038A020","11038","MAAIENHOEK","SCHELLE"
"11038A030","11038","LAARHOEK","SCHELLE"
"11038A04-","11038","BOERENHOEK","SCHELLE"
"11038A070","11038","LAAR","SCHELLE"
"11038A090","11038","ZINKVAL - SPELTEN","SCHELLE"
"11038A1AR","11038","KOEKOEK","SCHELLE"
"11038A1BR","11038","TULPENAREN","SCHELLE"
"11039A00-","11039","SCHILDE-DORP","SCHILDE"
"11039A010","11039","LINDENHOEK","SCHILDE"
"11039A02-","11039","SCHILDE-CENTRUM-TURNHOUTSEBAAN","SCHILDE"
"11039A03-","11039","DE REST","SCHILDE"
"11039A04-","11039","PICARDIE","SCHILDE"
"11039A081","11039","SCHILDEHOF - SPREEUWENBERG","SCHILDE"
"11039A09-","11039","HET MOER","SCHILDE"
"11039A10-","11039","BERGEN-ZUID","SCHILDE"
"11039A11-","11039","BERGEN-NOORD","SCHILDE"
"11039A122","11039","DE LOOCK","SCHILDE"
"11039A20-","11039","DEN DRIJHOEK-NOORD","SCHILDE"
"11039A21-","11039","KLEINE WATERSTR.-SCHILDESTRAND","SCHILDE"
"11039A22-","11039","STEIJNHOEVEN","SCHILDE"
"11039A23-","11039","HEIDEMOLEN","SCHILDE"
"11039A28-","11039","DEN DRIJHOEK-ZUID","SCHILDE"
"11039A29-","11039","KOUWENBERG","SCHILDE"
"11039B000","11039","'S GRAVENWEZEL-CENTRUM","SCHILDE"
"11039B01-","11039","HERTEBOS","SCHILDE"
"11039B02-","11039","HOGE HAAR","SCHILDE"
"11039B032","11039","ZONNEBOS","SCHILDE"
"11039B08-","11039","'S GRAVENWEZEL-VERSPR. BEW. ZUID-WEST","SCHILDE"
"11039B091","11039","OUDAAN - LAGE HAAR","SCHILDE"
"11039B10-","11039","BELLEMONT","SCHILDE"
"11039B19-","11039","HOF TER LINDEN - DE ZETTEN","SCHILDE"
"11040A00-","11040","SCHOTEN-CENTRUM","SCHOTEN"
"11040A01-","11040","SCHOTEN-CENTRUM-ZUID","SCHOTEN"
"11040A02-","11040","SCHOTEN-CENTRUM ZUIDWEST","SCHOTEN"
"11040A03-","11040","BORGEIND","SCHOTEN"
"11040A040","11040","HEIKANT","SCHOTEN"
"11040A050","11040","BLOEMENDAAL","SCHOTEN"
"11040A060","11040","KLEINVELD","SCHOTEN"
"11040A072","11040","BRAAM","SCHOTEN"
"11040A091","11040","GEMEENTELIJK DOMEIN","SCHOTEN"
"11040A0AA","11040","DE LIST","SCHOTEN"
"11040A0PA","11040","VERBINDINGSGEBIED AMERO - VORDENSTEIN","SCHOTEN"
"11040A10-","11040","DONK","SCHOTEN"
"11040A11-","11040","SCHOTENHOF","SCHOTEN"
"11040A12-","11040","WETSCHOT","SCHOTEN"
"11040A13-","11040","BERKENRODE","SCHOTEN"
"11040A14-","11040","KONINGSHOF","SCHOTEN"
"11040A182","11040","PETAPPELTOREN","SCHOTEN"
"11040A191","11040","SEPENBURG","SCHOTEN"
"11040A201","11040","DEUZELD","SCHOTEN"
"11040A211","11040","WITHOF","SCHOTEN"
"11040A222","11040","WINKELSTAP","SCHOTEN"
"11040A232","11040","KRUININGEN","SCHOTEN"
"11040A242","11040","VOORSCHOTEN","SCHOTEN"
"11040A253","11040","BOEKENBORG","SCHOTEN"
"11040A27-","11040","ALBERTKANAAL-NOORD","SCHOTEN"
"11040A291","11040","CALESBERG","SCHOTEN"
"11040A30-","11040","ELSHOUT","SCHOTEN"
"11040A312","11040","LAARSEBEEK","SCHOTEN"
"11040A322","11040","KROMVEN","SCHOTEN"
"11040A381","11040","BOTERMELK","SCHOTEN"
"11040A391","11040","ZEURT","SCHOTEN"
"11040A40-","11040","HEIDEBAD","SCHOTEN"
"11040A410","11040","SAS 6","SCHOTEN"
"11040A480","11040","ELSHOUTHEIDE","SCHOTEN"
"11040A490","11040","ST.JOBSEBAAN - ZWAN","SCHOTEN"
"11040A50-","11040","KLEINE BAREEL","SCHOTEN"
"11040A67-","11040","ALBERTKANAAL-ZUID","SCHOTEN"
"1104411PQ","11044","ACHTERHOEK","STABROEK"
"11044A001","11044","STABROEK-CENTRUM-WEST","STABROEK"
"11044A010","11044","LASSENHOF - HOOGEIND","STABROEK"
"11044A02-","11044","'S HERTOGENDIJK","STABROEK"
"11044A032","11044","STABROEK-CENTRUM-OOST","STABROEK"
"11044A042","11044","HAZEPAD","STABROEK"
"11044A0PN","11044","FORT","STABROEK"
"11044A10-","11044","PUTTE - DRIEHOEK","STABROEK"
"11044A112","11044","PLANTIJN","STABROEK"
"11044A191","11044","RAVENHOF","STABROEK"
"11044A21-","11044","GALGEVELD - WATERSTRAAT","STABROEK"
"11044B001","11044","HOEVENEN-CENTRUM","STABROEK"
"11044B012","11044","WITVEN","STABROEK"
"11044B022","11044","KREKELBERG","STABROEK"
"11044B091","11044","POLDERS","STABROEK"
"11044B100","11044","KREKELBERGSTRAAT - HOGE WEG","STABROEK"
"11044B11-","11044","HOGEWEG - 'S HERTOGENDIJK","STABROEK"
"11044B19-","11044","ETTENHOVENSE POLDER - VERSPREIDE BEWONING OOST","STABROEK"
"11050A000","11050","WIJNEGEM-CENTRUM-NOORD","WIJNEGEM"
"11050A01-","11050","WIJNEGEM-CENTRUM-ZUID","WIJNEGEM"
"11050A02-","11050","KOOLSVELD","WIJNEGEM"
"11050A03-","11050","RUGGEVELD","WIJNEGEM"
"11050A04-","11050","ZEVENBUNDER","WIJNEGEM"
"11050A052","11050","FORT","WIJNEGEM"
"11050A073","11050","DEN HOEK","WIJNEGEM"
"11050A08-","11050","WIJNEGEM HOF","WIJNEGEM"
"11050A091","11050","ERTBRUGGE","WIJNEGEM"
"11050A100","11050","STOKERIJ","WIJNEGEM"
"11050A110","11050","MOLENHEIDE","WIJNEGEM"
"11050A19-","11050","VERBRANDE HOF","WIJNEGEM"
"11050A274","11050","DORENBOS","WIJNEGEM"
"11052A00-","11052","WOMMELGEM-CENTRUM","WOMMELGEM"
"11052A010","11052","KALLEMENT","WOMMELGEM"
"11052A02-","11052","SPORTCENTRUM - ST.-DAMIAANSTR.","WOMMELGEM"
"11052A03-","11052","DOORNAARDSTRAAT","WOMMELGEM"
"11052A041","11052","HERENTALSE BAAN","WOMMELGEM"
"11052A052","11052","VERBRANDE  LEI","WOMMELGEM"
"11052A072","11052","DOORNBOOM","WOMMELGEM"
"11052A08-","11052","KAPELLEVELD","WOMMELGEM"
"11052A091","11052","VERBRANDHOF - DE STOMME","WOMMELGEM"
"11052A100","11052","KANDONKLAAR","WOMMELGEM"
"11052A110","11052","VOGELZANG","WOMMELGEM"
"11052A12-","11052","VAN ASSCHESTRAAT","WOMMELGEM"
"11052A180","11052","GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE","WOMMELGEM"
"11052A191","11052","IMMERSEELVELD","WOMMELGEM"
"11052A200","11052","TERNESSELEI","WOMMELGEM"
"11052A212","11052","TIP","WOMMELGEM"
"11052A28-","11052","ROLLEBEEK-OOST","WOMMELGEM"
"11052A290","11052","GUDDEGEM","WOMMELGEM"
"11052A3MA","11052","SINT- JANS KAPEL","WOMMELGEM"
"11052A3PA","11052","BEEMDKANT-DE KEER","WOMMELGEM"
"11053A000","11053","WUUSTWEZEL-CENTRUM","WUUSTWEZEL"
"11053A02-","11053","BREKELEN","WUUSTWEZEL"
"11053A03-","11053","MOLENBERGEN","WUUSTWEZEL"
"11053A04-","11053","KRUISWEG","WUUSTWEZEL"
"11053A052","11053","RIJSVENNEN","WUUSTWEZEL"
"11053A091","11053","STERBOS","WUUSTWEZEL"
"11053A101","11053","GOOREIND-KERN","WUUSTWEZEL"
"11053A11-","11053","OUD GOOREIND","WUUSTWEZEL"
"11053A122","11053","GOOREIND - BREDABAAN","WUUSTWEZEL"
"11053A132","11053","GOED KOCH","WUUSTWEZEL"
"11053A1AA","11053","MARTENDIJK","WUUSTWEZEL"
"11053A1BB","11053","KEIENVEN","WUUSTWEZEL"
"11053A1PA","11053","AKKERVEKEN","WUUSTWEZEL"
"11053A1QB","11053","BOSDUIN","WUUSTWEZEL"
"11053A21-","11053","WESTDOORN-KERN","WUUSTWEZEL"
"11053A29-","11053","WESTDOORN-VERSPREIDE BEWONING","WUUSTWEZEL"
"11053A381","11053","WITGOOR","WUUSTWEZEL"
"11053A391","11053","WOLFSHEUVEL","WUUSTWEZEL"
"11053A400","11053","BRAKEN","WUUSTWEZEL"
"11053A480","11053","TEREIK","WUUSTWEZEL"
"11053A49-","11053","HUISHEUVEL - STEERTHEUVEL","WUUSTWEZEL"
"11053A512","11053","KRUISSTRAAT","WUUSTWEZEL"
"11053A591","11053","OUDERSEEL - HEIKEN","WUUSTWEZEL"
"11053A610","11053","DE VLOEIKENS","WUUSTWEZEL"
"11053A622","11053","HOFAKKER","WUUSTWEZEL"
"11053A681","11053","GINHOVEN - C.O. BOSSEN","WUUSTWEZEL"
"11053B000","11053","LOENHOUT-CENTRUM","WUUSTWEZEL"
"11053B01-","11053","NEERVEN","WUUSTWEZEL"
"11053B022","11053","MOLENAKKER","WUUSTWEZEL"
"11053B033","11053","HENNINGEN","WUUSTWEZEL"
"11053B081","11053","DE DONK - SPAPELHEIDE","WUUSTWEZEL"
"11053B09-","11053","SNEPPEL","WUUSTWEZEL"
"11053B10-","11053","TERBEEK","WUUSTWEZEL"
"11053B18-","11053","POPENDONK","WUUSTWEZEL"
"11053B19-","11053","HERSELING - VORSSINGERS","WUUSTWEZEL"
"1105410PQ","11054","KLEINE BEEK","ZANDHOVEN"
"11054A00-","11054","ZANDHOVEN-CENTRUM","ZANDHOVEN"
"11054A01-","11054","SCHALIENHOF","ZANDHOVEN"
"11054A02-","11054","ZANDHOVEN UITBREIDING-ZUID","ZANDHOVEN"
"11054A0AA","11054","BOGAEREVELDEN","ZANDHOVEN"
"11054A0BA","11054","DE STEVENS","ZANDHOVEN"
"11054A0CB","11054","DRIEHOEKSTRAAT","ZANDHOVEN"
"11054A0PA","11054","HOFEINDE","ZANDHOVEN"
"11054A0QB","11054","DONK","ZANDHOVEN"
"11054A19-","11054","HOOIDONK","ZANDHOVEN"
"11054B00-","11054","PULDERBOS-CENTRUM","ZANDHOVEN"
"11054B01-","11054","MOLENHEIDE","ZANDHOVEN"
"11054B022","11054","VIESENBOS","ZANDHOVEN"
"11054B08-","11054","DE ROOSTEN - DRAAIBOOM","ZANDHOVEN"
"11054B091","11054","GROTE EN KLEINE HEIDE","ZANDHOVEN"
"11054C00-","11054","PULLE-CENTRUM","ZANDHOVEN"
"11054C01-","11054","ZANDHEIDE - KEULSE BAAN","ZANDHOVEN"
"11054C081","11054","MENKHOEVEN - VROEGEINDE","ZANDHOVEN"
"11054C0AA","11054","SLANGENBOS","ZANDHOVEN"
"11054C0PA","11054","KRABBELS","ZANDHOVEN"
"11054C112","11054","MENKHOEVEN-OOST","ZANDHOVEN"
"11054C19-","11054","NEDERVIERSEL","ZANDHOVEN"
"11054D00-","11054","VIERSEL-DORP","ZANDHOVEN"
"11054D08-","11054","VEN","ZANDHOVEN"
"11054D0AA","11054","HERENTALSEBAAN","ZANDHOVEN"
"11054D0PA","11054","DE BERGEN","ZANDHOVEN"
"11054D19-","11054","VIERSELDIJK","ZANDHOVEN"
"11054E00-","11054","MASSENHOVEN-DORP","ZANDHOVEN"
"11054E01-","11054","WATERSCHAP","ZANDHOVEN"
"11054E022","11054","TULPENLAAN","ZANDHOVEN"
"11054E08-","11054","LAMMERENBERG","ZANDHOVEN"
"11054E091","11054","HOF VAN MASSENHOVEN","ZANDHOVEN"
"11055A000","11055","ZOERSEL-CENTRUM","ZOERSEL"
"11055A02-","11055","KREKELENBERG-VOORNE-MEERHEIDE","ZOERSEL"
"11055A03-","11055","HET GELEG","ZOERSEL"
"11055A091","11055","ZOERSELHOF","ZOERSEL"
"11055A0BP","11055","KIEVIT","ZOERSEL"
"11055A0PN","11055","EINHOVEN","ZOERSEL"
"11055A10-","11055","SINT-ANTONIUS-KERN","ZOERSEL"
"11055A11-","11055","SINT-ANTONIUS - KLINIEK","ZOERSEL"
"11055A142","11055","JUKSCHOT","ZOERSEL"
"11055A152","11055","DE KNOD","ZOERSEL"
